EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.058473239538458	-0.0719237384577222	0.0421981661259481	0.035111441921055
29974	A1CF	-0.0702813860307559	-0.0512437388969012	0.0447458336413856	0.0406809272185883
2	A2M	0.0707643653496213	0.0811065953841618	0.012471890793082	0.0124348156140575
144568	A2ML1	0.123618940861521	0.125323698129871	0.00897911792763482	0.00642674364008835
127550	A3GALT2	-0.175967934890066	-0.159746293974614	0.121209933685292	0.0811173517379837
53947	A4GALT	-0.0854635785405774	-0.0510728155400385	0.0530638927800042	0.0328958979218164
51146	A4GNT	0.0367184590851679	0.0361101680984607	0.0190670042891031	0.0136163857393449
8086	AAAS	-0.203773717684571	-0.187486873870324	0.126888278860134	0.103580662557305
65985	AACS	0.0593435618340033	0.0546942344734845	0.0164863621968728	0.0147159278231944
13	AADAC	0.137233527744877	0.135621052643314	0.00770939996035659	0.00589524795172975
344752	AADACL2	0.00247633084956101	0.00246279154056665	0.0228432076855999	0.019348199849165
126767	AADACL3	0.0947366924773704	0.0970037409001795	0.0136198814341845	0.00742537526472895
343066	AADACL4	0.0414847376009818	0.0542583959746192	0.0179169058634825	0.0138086775809907
51166	AADAT	-0.0536241440154602	-0.0589233674940103	0.0402347159783251	0.0367857636781933
79719	AAGAB	0.0267278799816369	0.0203323621650025	0.0231979735969634	0.0183072084716599
22848	AAK1	-0.115161063495625	-0.109621266995161	0.0667708387544307	0.0533115197372086
28971	AAMDC	-0.0314560109867855	-0.0501242119007698	0.0363862205826034	0.0276846712106038
14	AAMP	-1.0514588501388	-1.08159296246314	0.931173772682799	0.972346265487813
15	AANAT	-0.0914181885175618	-0.0775706053824227	0.057234733643816	0.0395603183247537
25980	AAR2	-0.0084594013223187	-0.0204554135968881	0.0423531249940542	0.0267072813711585
441376	AARD	-0.192473759239963	-0.194549129456157	0.117073124737181	0.104635842124459
16	AARS1	-2.27565605870688	-2.29520337383603	0.999995314177584	1
57505	AARS2	-0.506707899787019	-0.447134848937157	0.491304492284198	0.428065049206213
80755	AARSD1	-0.222874020220514	-0.20290945946026	0.150533170403473	0.130790774365639
132949	AASDH	-0.14590184742469	-0.155939662900806	0.0839520182227201	0.0958978945872934
60496	AASDHPPT	-0.219111378744924	-0.150247403309462	0.228343857113924	0.0933341798287996
10157	AASS	-0.00939015865888228	0.00517345212631195	0.0293668022659009	0.0227257893420491
26574	AATF	-0.986660340154325	-0.990285344882524	0.917270590980875	0.9640872073288
9625	AATK	-0.174791596310991	-0.172424518583278	0.108614355853845	0.0935268734952527
18	ABAT	-0.0406871798815646	-0.0256897533746643	0.0357476317954621	0.0297528257373919
19	ABCA1	0.0205216491134303	0.0234664194431968	0.0217607742435304	0.0182238458643103
10349	ABCA10	-0.0572927938891486	-0.0685349012632827	0.0490995554906408	0.0376503228787217
26154	ABCA12	0.0560545625032372	0.0664926042669461	0.0164795645032312	0.0143404538852396
154664	ABCA13	-0.00729647705202263	-0.00099223441916935	0.0238943330955541	0.0230993288065158
20	ABCA2	-0.0183189519395032	0.0026798270859162	0.0317598270055197	0.0246246085204156
21	ABCA3	0.0342000700084751	0.0446596209978392	0.0205462291935488	0.0151007293485586
24	ABCA4	-0.250009032585141	-0.256916051450636	0.186247930862332	0.176107682786484
23461	ABCA5	0.0426431334896368	0.0291049812126338	0.0185145718400182	0.021122658809644
23460	ABCA6	-0.00132665572004346	-0.0130277875834794	0.02786880725311	0.0275028777326979
10347	ABCA7	0.0585416345192999	0.0498538415992215	0.0189946809631209	0.0133617177278026
10351	ABCA8	-0.000148304359699601	-0.0148316431319085	0.0257411575621761	0.0243539813375547
10350	ABCA9	0.080701295368057	0.0702430321506465	0.0126980180746716	0.0100424463202225
5243	ABCB1	-0.123249400803416	-0.126987627034423	0.0659409121084166	0.063310892374324
23456	ABCB10	0.0635537101932337	0.0888917546386341	0.0269890935584251	0.00986784144721855
8647	ABCB11	-0.0293788283614323	-0.0376520025454638	0.0306837682748378	0.0305169572185391
5244	ABCB4	-0.0849370008068214	-0.0726241145233877	0.0534632217905839	0.0427773991284072
340273	ABCB5	-0.00629800045412912	-0.0153633061952531	0.0257261733173253	0.0233439989526706
10058	ABCB6	0.0847097713999962	0.084531421516389	0.0123228590183171	0.0117547878815089
22	ABCB7	-1.22379294076662	-1.19386968911102	0.946427698901417	0.979554789484124
11194	ABCB8	0.0585856981149008	0.0847442107528101	0.0165851337462699	0.010995334087912
23457	ABCB9	-0.0293039593065262	-0.0053993899171763	0.0303652080180432	0.0241644674800157
4363	ABCC1	0.0167628809901545	0.0309693708425938	0.0235251741943134	0.0208821656505955
89845	ABCC10	-0.0967617258076394	-0.0987068763542722	0.0578104796228425	0.0563110220575688
85320	ABCC11	-0.00603924622293589	-0.00207506141061885	0.0276407395229242	0.0219704715179275
94160	ABCC12	0.00445902236674338	0.0001994157768381	0.021593391827175	0.0214986482521611
1244	ABCC2	-0.00716204181264968	-0.00356654774446445	0.0252548285308213	0.0229264988306958
8714	ABCC3	-0.0412687927803447	-0.0238768272902267	0.0395260486194664	0.025114625758239
10257	ABCC4	0.114510457117111	0.118458235021133	0.0114812664632829	0.0086544010763414
10057	ABCC5	0.0328560040132332	0.034162215605005	0.0226018563272356	0.0168630033944784
6833	ABCC8	0.0717998985186037	0.0589670701742911	0.0140330253997378	0.0100278002959251
10060	ABCC9	-0.0364301456212427	-0.0247306956469347	0.0355767773172367	0.0248752537313153
