EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.0356722657497355	-0.0362814385653746	0.0344486709929871	0.0308400869197572
29974	A1CF	-0.0361277686192675	-0.0227565086770007	0.0364946488219547	0.0277992031434297
2	A2M	0.0483087929562512	0.0586363515055006	0.016967365214275	0.0108868756670819
144568	A2ML1	0.148696996475957	0.141243347800217	0.007204895278871	0.0051686710796704
127550	A3GALT2	-0.14710957410154	-0.139631742280536	0.103586610215105	0.0773015176838405
53947	A4GALT	-0.0835173691236402	-0.0942430164412	0.0585976361163898	0.0473329063239663
51146	A4GNT	0.0797761100344067	0.0608968816777608	0.0122783507634171	0.0109140695222687
8086	AAAS	-0.257064924508406	-0.198509516867482	0.227328886658632	0.11269521078978
65985	AACS	0.0256375906304852	0.0299310451968748	0.0274902548838315	0.0177577876661706
13	AADAC	0.143080955689048	0.139972632492326	0.00802727969564136	0.0059364577945054
344752	AADACL2	-0.0197285886530877	-0.0250291118909984	0.0290352824907923	0.0266583460174772
126767	AADACL3	0.0740027037107075	0.0776565708053273	0.0145215241186728	0.00842487860825935
343066	AADACL4	0.0570736159690526	0.0382630662275491	0.0156680916627051	0.0162603599120527
51166	AADAT	-0.0503204061230423	-0.0485477116490546	0.0395360201198605	0.0336835735434703
79719	AAGAB	-0.0127633644254959	-0.0202877033669491	0.0458571729823252	0.0238400424873875
22848	AAK1	-0.157622663246615	-0.113357218638372	0.114964001508792	0.0631619771005048
28971	AAMDC	-0.0497925715284916	-0.0311044490652578	0.0384984523537094	0.0304397522474046
14	AAMP	-1.1610487188637	-1.1592780641435	0.960095437967187	0.973245420795187
15	AANAT	-0.142020048500221	-0.14738849891829	0.0928434056645271	0.0728218427802803
25980	AAR2	-0.0112676838063875	-0.0107548945607407	0.0339622298508661	0.0227919031475955
441376	AARD	-0.224943944426742	-0.213997338190503	0.160389742279678	0.142019206564119
16	AARS1	-2.18170631835828	-2.19398614628036	0.999794696271091	1
57505	AARS2	-0.465801753925591	-0.478734959097056	0.498093570680757	0.560157087805917
80755	AARSD1	-0.236201449923519	-0.224137662169138	0.174788057794341	0.139126572980585
132949	AASDH	-0.0344415101439499	-0.0329641217891685	0.042883591449009	0.0309269499367157
60496	AASDHPPT	-0.211183281503447	-0.213066082562026	0.226820812070264	0.133084173412794
10157	AASS	0.040226311885013	0.0271332352302227	0.0200410420834573	0.0156795801969314
26574	AATF	-0.833761559397514	-0.853942950318366	0.875950871265815	0.918520144992639
9625	AATK	-0.197985416044968	-0.180102090954598	0.145706834980828	0.108220454403978
18	ABAT	-0.0186896714277935	-0.0466650223852049	0.0321520845578977	0.0319519475018814
19	ABCA1	0.0255140329745581	0.0141656128161799	0.0203947482132387	0.0171997636777099
10349	ABCA10	-0.0195513764787785	-0.0442886648009308	0.0416223962492872	0.0320707983951865
26154	ABCA12	-0.0299852946776375	-0.0154429177462346	0.0406267844169482	0.0231596430412927
154664	ABCA13	0.0116288626131713	0.0100653678440474	0.022357532054335	0.0186457544413708
20	ABCA2	-0.0348024223360844	-0.0333150901330409	0.0389711906590666	0.0281071945914834
21	ABCA3	-0.0026900459675214	-0.00190801598822125	0.0274894183382306	0.0211135892077666
24	ABCA4	-0.254323427528676	-0.241752062528334	0.200122835552444	0.162317978231627
23461	ABCA5	0.0338539213856173	0.04002896343534	0.021818748731156	0.0140798379554977
23460	ABCA6	0.0184687707420968	0.00081263096965485	0.0251785114406384	0.0178173366277346
10347	ABCA7	0.0285210681483199	0.0398758134040878	0.0214267759288592	0.016088031898338
10351	ABCA8	-0.0439509234043577	-0.0315406608814848	0.0484763624148131	0.0231323407188086
10350	ABCA9	0.0943387338522177	0.0906547258186947	0.0141018175883827	0.00833546331653145
5243	ABCB1	-0.118046305651551	-0.100145605008149	0.0818545412630206	0.0482156172425869
23456	ABCB10	0.0031317030231736	0.0005276571217164	0.0402215580857537	0.0201559553917224
8647	ABCB11	-0.00940444980809239	-0.0149232615368068	0.029417832046719	0.0226938638228467
5244	ABCB4	-0.0658063968569911	-0.0928209109148199	0.0507343369272668	0.047920620679143
340273	ABCB5	-0.0200030645355853	-0.0339215401706377	0.0299566532988017	0.0285843311781853
10058	ABCB6	0.0270036906169026	0.0365567152671736	0.0235487162120767	0.0146281110202931
22	ABCB7	-1.02725333949127	-1.01360489712087	0.916164610499511	0.951280678839294
11194	ABCB8	0.05603918188016	0.0585863314954266	0.034601221226652	0.0105458537694067
23457	ABCB9	-0.025511252085179	-0.0302605570877474	0.0421901485974115	0.0277018744349637
4363	ABCC1	0.025653442378106	0.0257981326148962	0.0272988088851587	0.0167674073131457
89845	ABCC10	-0.105264928981167	-0.122117032026577	0.0723559911549664	0.0654478959688564
85320	ABCC11	0.0584846269749509	0.0735555755882231	0.0183293639776318	0.0102318532075996
94160	ABCC12	0.0509804818692903	0.0305247468828045	0.0166197837642659	0.0166542995621324
1244	ABCC2	0.00536324575238965	0.00136431128973265	0.0229842284852955	0.021950813382391
8714	ABCC3	-0.0454587151836428	-0.0357485510804598	0.0446792353256135	0.0262693265612454
10257	ABCC4	0.109420598136163	0.0916237525620314	0.0110378258871678	0.00888982272755735
10057	ABCC5	0.0461327022267107	0.0349723652393881	0.0169178858748796	0.0155326602965406
368	ABCC6	-0.255217200357587	-0.255217200357587	0.171531996982158	0.171531996982158
6833	ABCC8	0.0722628935816359	0.0962077442569799	0.0149178759973764	0.00953201426159645
