EntrezID	Gene_Symbol	all_GeneEffect_avg	all_GeneEffect_median	all_GeneDependency_avg	all_GeneDependency_median
1	A1BG	-0.0368471536687254	-0.032714520453017	0.0379827230051348	0.0287614436547664
29974	A1CF	-0.0416773932627032	-0.0510161062882241	0.0398980607891844	0.0294028585382563
2	A2M	0.0430094004307322	0.0465685789907724	0.0212033518370029	0.0148953702266728
144568	A2ML1	0.128917262519206	0.119515881687851	0.00933644537389173	0.0070269171324842
127550	A3GALT2	-0.145377055525998	-0.136926140940791	0.0947709302783607	0.0688839445725617
53947	A4GALT	-0.0812406461964776	-0.0903588701848796	0.0592255940649585	0.0465048567655019
51146	A4GNT	0.088764242149058	0.0784247130550813	0.0129037111540727	0.010168181385608
8086	AAAS	-0.218705367262426	-0.206671918156167	0.168639347417987	0.112325636521608
65985	AACS	0.0417446648893973	0.0449747717762558	0.0256309493651004	0.0131931350936228
13	AADAC	0.131827403449844	0.123597160584099	0.0104676501114354	0.00659737912368625
344752	AADACL2	0.0290236796724883	0.0215216373013149	0.0214135828096927	0.0157344699865484
126767	AADACL3	0.078269427640346	0.0766268343591305	0.0146520027082022	0.0101205475534185
343066	AADACL4	0.0547705285674738	0.048722532367004	0.0163476609513295	0.0139928316887023
51166	AADAT	-0.0539047229276338	-0.0518651822054743	0.0443651570646448	0.0320457911070285
79719	AAGAB	0.00798757325124017	0.0218746016739962	0.0345746784230818	0.0188578017270431
22848	AAK1	-0.117172194021753	-0.105192469296666	0.0821922346883405	0.0546140193356165
28971	AAMDC	-0.0426688855798066	-0.0406155044216558	0.0380001620980485	0.0300329156819408
14	AAMP	-1.1361624023152	-1.12114083254735	0.941184668974623	0.968593979448575
15	AANAT	-0.138363463675931	-0.135189278084184	0.0880802525763396	0.0654328454795668
25980	AAR2	0.00208360829794604	-0.00475708530813345	0.0319573485785831	0.0211025851762149
441376	AARD	-0.230978146319469	-0.20469555690275	0.170274618703808	0.115033557844204
16	AARS1	-2.13889216934021	-2.13379877853093	0.999379214928715	1
57505	AARS2	-0.471134843750434	-0.466791648335225	0.478021962295471	0.446334825364196
80755	AARSD1	-0.204525778136475	-0.202075074557945	0.144787364343051	0.115147780063127
132949	AASDH	-0.0689661668289661	-0.0740525106751686	0.0513120017134997	0.0413152289217301
60496	AASDHPPT	-0.201360353326611	-0.202640846284675	0.196042371934214	0.115269136870918
10157	AASS	0.0384856041096987	0.0383368066616733	0.021956802760941	0.015367360915936
26574	AATF	-0.844345011726988	-0.830193927136922	0.851360768238156	0.892435092684933
9625	AATK	-0.15996909292873	-0.153648037351928	0.109195074011629	0.0766348362437208
18	ABAT	-0.0106736437449944	-0.0119784501177671	0.0340174526499734	0.0233604421885306
19	ABCA1	-0.0346790004257706	-0.0321700626090004	0.0405308953604016	0.0307078319520621
10349	ABCA10	-0.0140344398785722	-0.0203884455242099	0.0373407576392203	0.0248495792837359
26154	ABCA12	-0.00949421401724172	0.0113988803085996	0.0367789858337	0.0206642805375505
154664	ABCA13	-0.00322068865175817	0.00137365294384721	0.0317406486617194	0.0197710499899167
20	ABCA2	-0.0387205288382568	-0.0304738670734601	0.0443028268292845	0.027328917716378
21	ABCA3	0.00928971949476988	0.00120705286623655	0.0251174823295546	0.0192352085704178
24	ABCA4	-0.237714657480176	-0.221971709373505	0.169901158635337	0.136424526163591
23461	ABCA5	0.00298131016310891	0.012373819405199	0.0318670181677798	0.0188881160598463
23460	ABCA6	0.0276440560042388	0.0232503392919692	0.03141366264451	0.0166322478734257
10347	ABCA7	0.0535822298085424	0.0594519377176869	0.025226873006781	0.0117695941225861
10351	ABCA8	-0.0448521189629904	-0.0423846494228745	0.0433955655624818	0.0288194988081241
10350	ABCA9	0.100307021748092	0.103324146266192	0.0119969378870998	0.008960109121269
5243	ABCB1	-0.139279440991824	-0.12714795591709	0.0925196970178015	0.0643219384870831
23456	ABCB10	0.0109454583908914	0.0181913009935927	0.0402223961610161	0.0191897891175532
8647	ABCB11	-0.0842929217090551	-0.0727236841021716	0.0600686076670506	0.0396330064328892
5244	ABCB4	-0.050651916875113	-0.0550794393715964	0.0435228980616634	0.0371435168802925
340273	ABCB5	-0.0201991876883935	-0.0108327329356646	0.0352984355950524	0.0229005460984473
10058	ABCB6	0.0378093714427072	0.0458273754813397	0.0225239662775041	0.0155444651087989
22	ABCB7	-1.12938360941692	-1.12850279787596	0.917908539473035	0.969451795203505
11194	ABCB8	0.0438607786315286	0.0425192599981733	0.0194827048223677	0.0151746459090503
23457	ABCB9	-0.0340022965282915	-0.036365387725622	0.0418555895355385	0.028783077736183
4363	ABCC1	-0.0113669136470188	0.0010028161814027	0.0375649376901176	0.0218495955773175
89845	ABCC10	-0.166176118557522	-0.158221359080102	0.110206190005515	0.0805872446959136
85320	ABCC11	0.00843145787016802	0.00911286341849685	0.0272314561941476	0.0192105460947905
94160	ABCC12	0.0301987583877783	0.0299118970268522	0.020429253001182	0.0171186167802675
1244	ABCC2	-0.0237728884992603	-0.0197318001269502	0.0319663493957977	0.0256739012804144
8714	ABCC3	-0.0333598777777329	-0.0308245457100335	0.0407662967465038	0.0280891687140606
10257	ABCC4	0.146946779411598	0.139376840341138	0.0116631055905644	0.0064988281419097
10057	ABCC5	0.018827666896598	0.0156376486654335	0.0286376096988014	0.0192009516142157
368	ABCC6	0.00648530695137601	0.0071887725314678	0.0320608225881875	0.0217770658825062
6833	ABCC8	0.044433285837011	0.0540802597578282	0.0194574959553427	0.0125195736541637
10060	ABCC9	-0.0304122713831746	-0.026678200629183	0.0341760633150445	0.0283643328056628
